Module Title,Learning Outcome,Promoted skill,Promoted knowledge
Course_Data_Science,Utilize the R programming language for data science tasks,"http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5, http://data.europa.eu/esco/skill/38d49d88-9069-467b-b29e-3cae739bdd4d, http://data.europa.eu/esco/skill/505e4ef3-7ce4-437d-b7b4-5c608f71c258, http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f, http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8, http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278, http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775, http://data.europa.eu/esco/skill/f2d57f41-43b4-4f5b-8100-3df5c21eda50","http://data.europa.eu/esco/skill/51586df8-1c46-4b47-8583-773cb63bf00b, http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93"
Course_Digitalization_of_Business_Processes,Recognize and explain how digitalisation affects business information systems supporting business processes,"http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/9714735d-6f60-440b-bdbc-aaf45ebcbe78, http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5","http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/737f8895-46df-4283-8f38-13f3f0fc3b77, http://data.europa.eu/esco/skill/aa0d8201-5a8e-417f-81f4-c04601139582"
Course_Digitalization_of_Business_Processes,Express and defend how cooperation between humans and technology can result in adequate business process execution,"http://data.europa.eu/esco/skill/4ddf5204-95f5-4be2-ad35-571e2f493ae5, http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284, http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/99c4c69a-025c-464f-adda-874c7f107a31","http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/9136cbf1-7916-4f1c-bc9a-0318ee1d6016, http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68"
Course_Digitalization_of_Business_Processes,Understand concepts of cyberphysical systems,"http://data.europa.eu/esco/skill/7adb8473-bcc6-4ff8-9850-76d945d40092, http://data.europa.eu/esco/skill/cbe2c304-1e7d-489a-97d9-a7d3e37a9db6","http://data.europa.eu/esco/skill/737f8895-46df-4283-8f38-13f3f0fc3b77, http://data.europa.eu/esco/skill/2180bd8c-86de-4889-8165-adac902eee9d, http://data.europa.eu/esco/skill/25df422a-bf0a-4f76-8631-d0be91cb8751"
Course_Digitalization_of_Business_Processes,Design and implement workflows to automate business processes and decision tasks,"http://data.europa.eu/esco/skill/6a7792a9-888a-46ad-afc9-2c0d94c8fde6, http://data.europa.eu/esco/skill/3bddfd7c-ab6d-40c2-883d-5e97fb7640ba, http://data.europa.eu/esco/skill/751941a0-5645-4f8b-b97e-b252909d5edb, http://data.europa.eu/esco/skill/75b30aeb-34c0-40f4-b77d-271d75a98b14","http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/3ce1fe19-7f9e-4070-941d-651673a5693b, http://data.europa.eu/esco/skill/d5a59ca8-2e91-472e-8571-d12ce4478679"
Course_Digitalization_of_Business_Processes,Compose and use existing APIs to integrate microservices or automation services for business processes,"http://data.europa.eu/esco/skill/2857540c-180b-4208-9127-e94a01871966, http://data.europa.eu/esco/skill/b3c8eada-b0a8-4b61-968b-b354fbfb6874, http://data.europa.eu/esco/skill/a4a882a1-0263-4dd2-b29a-f0028cac2393, http://data.europa.eu/esco/skill/ed8de897-adbe-4f0e-b4d2-534953e64c72","http://data.europa.eu/esco/skill/b4dc6e4f-dc7d-445f-8ce2-d7b9d225e282, http://data.europa.eu/esco/skill/8c88d336-c249-4537-b26e-d679a85c4b9b, http://data.europa.eu/esco/skill/f84a433f-34f1-4083-b0a3-24802623509c"
Course_Digitalization_of_Business_Processes,Design and integrate adequate user interfaces such as webforms,"http://data.europa.eu/esco/skill/b0096dc5-2e2d-4bc1-8172-05bf486c3968, http://data.europa.eu/esco/skill/fd33c66c-70c4-40e6-b87c-5495bd3bf26e, http://data.europa.eu/esco/skill/c4b1f326-224a-420a-b8b3-814a8f13b6cb, http://data.europa.eu/esco/skill/2d6d4784-0992-48e7-b100-22d7229b3f0a","http://data.europa.eu/esco/skill/c4b626c1-e71c-44ec-9f88-042766f37fcc, http://data.europa.eu/esco/skill/e5d1f825-60ed-4bdd-872a-e748c387f777, http://data.europa.eu/esco/skill/de0be6e8-644c-4cc9-9c8d-925dd98dda56, http://data.europa.eu/esco/skill/1019423b-3368-4f83-b24f-19e5fa23e816"
Course_Digitalization_of_Business_Processes,Prototype cyberphysical systems through a model-based approach,"http://data.europa.eu/esco/skill/07dd856d-6141-48a7-a228-918f88494812, http://data.europa.eu/esco/skill/797a4416-0b8d-44f3-8fcd-eb10bd0be6b4","http://data.europa.eu/esco/skill/737f8895-46df-4283-8f38-13f3f0fc3b77, http://data.europa.eu/esco/skill/25df422a-bf0a-4f76-8631-d0be91cb8751, http://data.europa.eu/esco/skill/ed1d8bd4-cd2a-4c64-b665-56d70651026c"
Course_Digitalization_of_Business_Processes,"Select adequate digital components such as workflow systems, APIs or user interfaces","http://data.europa.eu/esco/skill/7b3abd38-61ae-42a4-88bb-0884784f9ee1, http://data.europa.eu/esco/skill/3cfa46e9-b7da-44ac-b09e-9596dffe0425, http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328","http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/f84a433f-34f1-4083-b0a3-24802623509c"
Course_Digitalization_of_Business_Processes,Select an appropriate level of workflow automation,"http://data.europa.eu/esco/skill/b1604a2d-c26a-427d-bda9-b8073a319fe9, http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562, http://data.europa.eu/esco/skill/f60c9e52-95fc-4ca1-a73c-18a491153b63","http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/d5a59ca8-2e91-472e-8571-d12ce4478679"
Course_Digitalization_of_Business_Processes,Describe a prototype and findings in a report,"http://data.europa.eu/esco/skill/c32ad607-0c4d-4e34-b73f-668298f7bf13, http://data.europa.eu/esco/skill/be40c4c3-a855-4d67-9ca5-6f4428c34b0d, http://data.europa.eu/esco/skill/c544a9f3-5945-4b54-afed-de0697852817",http://data.europa.eu/esco/skill/327d15c8-29ff-4ad4-a4fe-6536d777a45f
Course_Digitalization_of_Business_Processes,Demonstrate and present final results in a short presentation,"http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b, http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb",http://data.europa.eu/esco/skill/348b74cd-49ce-4844-8bdf-ec188b497213
Course_Digitalization_of_Business_Processes,Identify knowledge needs regarding required APIs or technical skills,"http://data.europa.eu/esco/skill/0dc7aa1b-b5af-4f4b-81ce-ee22ed8b6926, http://data.europa.eu/esco/skill/42fcf80d-7b45-40f3-bd2f-5411c4c0dfa0, http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e","http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97, http://data.europa.eu/esco/skill/24c200e5-be20-4370-a137-ab53797f3a17, http://data.europa.eu/esco/skill/f84a433f-34f1-4083-b0a3-24802623509c"
Course_Digitalization_of_Business_Processes,"Schedule, plan and conduct a digitalisation project and implement a prototype","http://data.europa.eu/esco/skill/e207163b-7963-4c3e-9494-7a4bb000211b, http://data.europa.eu/esco/skill/3c76296d-4bbd-44ba-8eaa-95bf275f79b7, http://data.europa.eu/esco/skill/0e1fe34b-f4e7-4642-8c8b-5a05ac3438e5, http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68","http://data.europa.eu/esco/skill/0a9acb6b-1139-4be9-b431-3a80a959f2f4, http://data.europa.eu/esco/skill/94dd823c-148e-4614-a6e8-99249b16357d, http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9, http://data.europa.eu/esco/skill/7111b95d-0ce3-441a-9d92-4c75d05c4388, http://data.europa.eu/esco/skill/ed1d8bd4-cd2a-4c64-b665-56d70651026c"
Course_E-Business_and_Mobile_Business,"Understand terminology of business software, e-business, digitalization, mobile business, and business applications",,"http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0, http://data.europa.eu/esco/skill/33efa504-2f26-424d-b662-cee77e6e9c93, http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8, http://data.europa.eu/esco/skill/737f8895-46df-4283-8f38-13f3f0fc3b77, http://data.europa.eu/esco/skill/aa0d8201-5a8e-417f-81f4-c04601139582, http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51"
Course_E-Business_and_Mobile_Business,Comprehend how e-business and mobile applications support and change business practices,"http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5","http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0, http://data.europa.eu/esco/skill/33efa504-2f26-424d-b662-cee77e6e9c93, http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8, http://data.europa.eu/esco/skill/737f8895-46df-4283-8f38-13f3f0fc3b77, http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51"
Course_E-Business_and_Mobile_Business,Gain knowledge of relationships between organizational requirements and technical support for e-business and mobile business,"http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5","http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0, http://data.europa.eu/esco/skill/33efa504-2f26-424d-b662-cee77e6e9c93, http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8, http://data.europa.eu/esco/skill/737f8895-46df-4283-8f38-13f3f0fc3b77, http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51"
Course_E-Business_and_Mobile_Business,Align strategic and organizational goals with e-business and mobile applications,"http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5, http://data.europa.eu/esco/skill/6a7792a9-888a-46ad-afc9-2c0d94c8fde6","http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95, http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0, http://data.europa.eu/esco/skill/33efa504-2f26-424d-b662-cee77e6e9c93, http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8, http://data.europa.eu/esco/skill/737f8895-46df-4283-8f38-13f3f0fc3b77, http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51"
Course_E-Business_and_Mobile_Business,Identify potential of e-business and mobile applications in the value chain,"http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5, http://data.europa.eu/esco/skill/6a7792a9-888a-46ad-afc9-2c0d94c8fde6","http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95, http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0, http://data.europa.eu/esco/skill/33efa504-2f26-424d-b662-cee77e6e9c93, http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8, http://data.europa.eu/esco/skill/737f8895-46df-4283-8f38-13f3f0fc3b77, http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51"
Course_E-Business_and_Mobile_Business,Apply theories and concepts to an exemplary case,"http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5, http://data.europa.eu/esco/skill/6a7792a9-888a-46ad-afc9-2c0d94c8fde6","http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95, http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0, http://data.europa.eu/esco/skill/33efa504-2f26-424d-b662-cee77e6e9c93, http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8, http://data.europa.eu/esco/skill/737f8895-46df-4283-8f38-13f3f0fc3b77, http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51"
Course_E-Business_and_Mobile_Business,Analyze and understand trends in e-business and mobile business,"http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5, http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e, http://data.europa.eu/esco/skill/7a17d7ce-01a2-4746-bbcc-22ffe22fa16e","http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0, http://data.europa.eu/esco/skill/33efa504-2f26-424d-b662-cee77e6e9c93, http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8, http://data.europa.eu/esco/skill/737f8895-46df-4283-8f38-13f3f0fc3b77, http://data.europa.eu/esco/skill/aa0d8201-5a8e-417f-81f4-c04601139582, http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51"
Course_E-Business_and_Mobile_Business,Assess impact of e-business and mobile business trends on business development,"http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5, http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e, http://data.europa.eu/esco/skill/7a17d7ce-01a2-4746-bbcc-22ffe22fa16e","http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0, http://data.europa.eu/esco/skill/33efa504-2f26-424d-b662-cee77e6e9c93, http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8, http://data.europa.eu/esco/skill/737f8895-46df-4283-8f38-13f3f0fc3b77, http://data.europa.eu/esco/skill/aa0d8201-5a8e-417f-81f4-c04601139582, http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51"
Course_E-Business_and_Mobile_Business,Improve communication abilities through discussions and presentations,"http://data.europa.eu/esco/skill/f263da7f-0708-42c2-b1a9-39083416f632, http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127, http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284, http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b",http://data.europa.eu/esco/skill/348b74cd-49ce-4844-8bdf-ec188b497213
Course_E-Business_and_Mobile_Business,Conduct online research on recent developments in specific topics,"http://data.europa.eu/esco/skill/0d282d6e-8cb9-4339-8e7d-cfafed96b5ed, http://data.europa.eu/esco/skill/fa465db3-56e8-4b5d-a781-e2a313a4ed2d, http://data.europa.eu/esco/skill/8316979b-df5a-4dc7-98ef-61ec6a10df84, http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e, http://data.europa.eu/esco/skill/7a17d7ce-01a2-4746-bbcc-22ffe22fa16e",http://data.europa.eu/esco/skill/74e49482-75e8-4637-bdb1-fff868d02f7a
Course_E-Business_and_Mobile_Business,Use existing tutorials and templates to develop individual software application solutions,"http://data.europa.eu/esco/skill/b3c8eada-b0a8-4b61-968b-b354fbfb6874, http://data.europa.eu/esco/skill/797a4416-0b8d-44f3-8fcd-eb10bd0be6b4","http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0, http://data.europa.eu/esco/skill/33efa504-2f26-424d-b662-cee77e6e9c93, http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8, http://data.europa.eu/esco/skill/737f8895-46df-4283-8f38-13f3f0fc3b77, http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51"
Course_Emerging_Topics_for_Business_Information_Systems,Understand new trends and innovative topics in information systems,"http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e, http://data.europa.eu/esco/skill/7a17d7ce-01a2-4746-bbcc-22ffe22fa16e","http://data.europa.eu/esco/skill/42cb7669-c371-4903-9c0b-13db67b2e4bb, http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68"
Course_Emerging_Topics_for_Business_Information_Systems,Discuss potential of emerging information systems technologies,"http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92, http://data.europa.eu/esco/skill/4ddf5204-95f5-4be2-ad35-571e2f493ae5, http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284, http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800, http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328",
Course_Emerging_Topics_for_Business_Information_Systems,Apply knowledge of innovative topics to practical work,"http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5, http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/8327754d-3990-4056-b07e-4faa49cfcd26, http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328",
Course_Emerging_Topics_for_Business_Information_Systems,Conduct research on assigned topic and prepare presentations or workshops,"http://data.europa.eu/esco/skill/0d282d6e-8cb9-4339-8e7d-cfafed96b5ed, http://data.europa.eu/esco/skill/fa465db3-56e8-4b5d-a781-e2a313a4ed2d, http://data.europa.eu/esco/skill/8316979b-df5a-4dc7-98ef-61ec6a10df84, http://data.europa.eu/esco/skill/485cdafb-3c7f-4104-ab1c-773e6131a39a, http://data.europa.eu/esco/skill/00b9a3aa-7070-4bb5-8020-f228a97cf42f, http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b, http://data.europa.eu/esco/skill/f88cb903-83a2-44a3-98a8-e72180ec37a9, http://data.europa.eu/esco/skill/d54a1355-05c8-45eb-9c42-267d2cfcdf44, http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb",
Course_Emerging_Topics_for_Business_Information_Systems,Develop skills in acquiring and teaching knowledge,"http://data.europa.eu/esco/skill/b363bb5f-2c79-40af-94da-33e06f9dee9f, http://data.europa.eu/esco/skill/37a438f3-e28c-4e32-83c5-299f047c1dc9, http://data.europa.eu/esco/skill/96a67da1-881f-4d09-927e-ac75fcff4d93, http://data.europa.eu/esco/skill/418a56a2-7cfc-4b6d-8cf5-5c2add99a849, http://data.europa.eu/esco/skill/d54a1355-05c8-45eb-9c42-267d2cfcdf44, http://data.europa.eu/esco/skill/4cd85845-f31c-4306-994d-e12d45114d83, http://data.europa.eu/esco/skill/e54ff029-1ce9-447d-a5b2-eb7283a23e6e",
Course_Emerging_Topics_for_Business_Information_Systems,Understand the relevance of emerging topics to business information systems,"http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/9714735d-6f60-440b-bdbc-aaf45ebcbe78, http://data.europa.eu/esco/skill/75b30aeb-34c0-40f4-b77d-271d75a98b14","http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5"
Course_Innovation_in_the_Digital_Age,"Understand entrepreneurship from an early stage, focusing on problem/solution fit","http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/6a7792a9-888a-46ad-afc9-2c0d94c8fde6, http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/0e0c9c11-b39e-43cf-ba95-2fe646f5de64, http://data.europa.eu/esco/skill/75b30aeb-34c0-40f4-b77d-271d75a98b14","http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2, http://data.europa.eu/esco/skill/df64a7cc-2e96-4304-95d3-56fe0ac2dd39"
Course_Innovation_in_the_Digital_Age,Understand the relevance of innovation processes through Design Thinking and Design Sprint,"http://data.europa.eu/esco/skill/4d30ad07-9e39-4899-81dd-02b280f162f9, http://data.europa.eu/esco/skill/8c4c49d4-9708-433f-8ca7-bf2c5211ee49, http://data.europa.eu/esco/skill/8327754d-3990-4056-b07e-4faa49cfcd26","http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221, http://data.europa.eu/esco/skill/df64a7cc-2e96-4304-95d3-56fe0ac2dd39, http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68"
Course_Innovation_in_the_Digital_Age,"Apply innovation processes, innovative thinking, and entrepreneurial skills in a real environment","http://data.europa.eu/esco/skill/4ddf5204-95f5-4be2-ad35-571e2f493ae5, http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/8c4c49d4-9708-433f-8ca7-bf2c5211ee49, http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800, http://data.europa.eu/esco/skill/8327754d-3990-4056-b07e-4faa49cfcd26","http://data.europa.eu/esco/skill/df64a7cc-2e96-4304-95d3-56fe0ac2dd39, http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68"
Course_Innovation_in_the_Digital_Age,Apply innovation techniques from Design Thinking and Design Sprint in presenting innovative ideas,"http://data.europa.eu/esco/skill/f263da7f-0708-42c2-b1a9-39083416f632, http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127, http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284, http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b","http://data.europa.eu/esco/skill/df64a7cc-2e96-4304-95d3-56fe0ac2dd39, http://data.europa.eu/esco/skill/348b74cd-49ce-4844-8bdf-ec188b497213"
Course_Innovation_in_the_Digital_Age,Assess the fitting between a problem and a solution,"http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/0e0c9c11-b39e-43cf-ba95-2fe646f5de64","http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2"
Course_Innovation_in_the_Digital_Age,Assess the economic viability and technology feasibility of a solution,"http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702, http://data.europa.eu/esco/skill/42fcf80d-7b45-40f3-bd2f-5411c4c0dfa0, http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562, http://data.europa.eu/esco/skill/27ed854c-15b8-4ba2-90e9-ae888a219703","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c, http://data.europa.eu/esco/skill/bf12b461-1c53-4d81-a395-8ba77f7483c4"
Course_Innovation_in_the_Digital_Age,Present and discuss problems and business ideas in classroom activities,"http://data.europa.eu/esco/skill/f263da7f-0708-42c2-b1a9-39083416f632, http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127, http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284, http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b",http://data.europa.eu/esco/skill/348b74cd-49ce-4844-8bdf-ec188b497213
