Module Title,Learning Outcome,Promoted skill,Promoted knowledge
Course_Innovation_in_the_Digital_Age,Present an innovative idea in a pitching session with few minutes,"http://data.europa.eu/esco/skill/f263da7f-0708-42c2-b1a9-39083416f632, http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127, http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284, http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b",http://data.europa.eu/esco/skill/348b74cd-49ce-4844-8bdf-ec188b497213
Course_Innovation_in_the_Digital_Age,Learn how to investigate existing human problems/needs,"http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/0e0c9c11-b39e-43cf-ba95-2fe646f5de64, http://data.europa.eu/esco/skill/ddfe79e2-c2e3-4ba7-9bdf-3820b4f75b54","http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2"
Course_Innovation_in_the_Digital_Age,Learn how to investigate new business ideas,"http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/8c4c49d4-9708-433f-8ca7-bf2c5211ee49, http://data.europa.eu/esco/skill/8327754d-3990-4056-b07e-4faa49cfcd26","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c, http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68"
Course_Innovation_in_the_Digital_Age,Refine communication and pitching skills,"http://data.europa.eu/esco/skill/f263da7f-0708-42c2-b1a9-39083416f632, http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127, http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284, http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b",http://data.europa.eu/esco/skill/348b74cd-49ce-4844-8bdf-ec188b497213
Course_International_Field_Trip,"Understand other countries' economic, social, political and cultural systems",,"http://data.europa.eu/esco/skill/501537a7-9d63-491d-ae02-09f04767ff1e, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95, http://data.europa.eu/esco/skill/38788a64-6271-40ff-9e0b-5644c38322ff, http://data.europa.eu/esco/skill/f5bf985b-ac78-4d23-881a-18a359234528, http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68, http://data.europa.eu/esco/skill/d5145a9a-602e-40bf-b3e1-f04cf9c3ef86, http://data.europa.eu/esco/skill/3a5231a0-8c30-48ee-b671-08e2debd4441, http://data.europa.eu/esco/skill/47d491a9-f7c0-4b13-a10f-983d3aa0113e, http://data.europa.eu/esco/skill/d84326c9-a3d3-4e22-a6a1-1ad42a356f10"
Course_International_Field_Trip,Analyze and determine value propositions and business models consistent with cultural and economic environment,"http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/9714735d-6f60-440b-bdbc-aaf45ebcbe78, http://data.europa.eu/esco/skill/4ddf5204-95f5-4be2-ad35-571e2f493ae5, http://data.europa.eu/esco/skill/dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1, http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d, http://data.europa.eu/esco/skill/f60c9e52-95fc-4ca1-a73c-18a491153b63, http://data.europa.eu/esco/skill/27ed854c-15b8-4ba2-90e9-ae888a219703","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95"
Course_International_Field_Trip,Make decisions on how to start a business,"http://data.europa.eu/esco/skill/4ddf5204-95f5-4be2-ad35-571e2f493ae5, http://data.europa.eu/esco/skill/dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1, http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d, http://data.europa.eu/esco/skill/f60c9e52-95fc-4ca1-a73c-18a491153b63, http://data.europa.eu/esco/skill/27ed854c-15b8-4ba2-90e9-ae888a219703","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95"
Course_International_Field_Trip,Understand commonalities and differences in ways of doing business,"http://data.europa.eu/esco/skill/4ddf5204-95f5-4be2-ad35-571e2f493ae5, http://data.europa.eu/esco/skill/dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1, http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95"
Course_International_Field_Trip,Discuss with managers and academics,"http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127, http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284, http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b, http://data.europa.eu/esco/skill/2de4572a-4724-4f76-afc2-72a568a264ac",http://data.europa.eu/esco/skill/38788a64-6271-40ff-9e0b-5644c38322ff
Course_International_Field_Trip,Collect and synthesize information for research objectives,"http://data.europa.eu/esco/skill/0d282d6e-8cb9-4339-8e7d-cfafed96b5ed, http://data.europa.eu/esco/skill/fa465db3-56e8-4b5d-a781-e2a313a4ed2d, http://data.europa.eu/esco/skill/8316979b-df5a-4dc7-98ef-61ec6a10df84, http://data.europa.eu/esco/skill/f7b071bf-4882-4cfc-ae0a-7e0e0ab94c61, http://data.europa.eu/esco/skill/896563fc-6255-4419-89c2-ffed30159ad6, http://data.europa.eu/esco/skill/485cdafb-3c7f-4104-ab1c-773e6131a39a, http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f, http://data.europa.eu/esco/skill/4fabca9a-7435-4f33-b1da-3cdb00340fdc, http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849, http://data.europa.eu/esco/skill/a8b3957f-08b4-4a76-927d-0b2e3d0dbd39","http://data.europa.eu/esco/skill/7159e587-c7cb-4ec0-a662-03e1dee2cccb, http://data.europa.eu/esco/skill/74e49482-75e8-4637-bdb1-fff868d02f7a, http://data.europa.eu/esco/skill/ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8"
Course_International_Field_Trip,Write reports on related topics,"http://data.europa.eu/esco/skill/00b9a3aa-7070-4bb5-8020-f228a97cf42f, http://data.europa.eu/esco/skill/be40c4c3-a855-4d67-9ca5-6f4428c34b0d, http://data.europa.eu/esco/skill/c3c2420c-ce9a-4371-8eed-1db479c3a562",http://data.europa.eu/esco/skill/327d15c8-29ff-4ad4-a4fe-6536d777a45f
Course_International_Field_Trip,Reflect on differences in realities of different countries,"http://data.europa.eu/esco/skill/5592ab32-4e7a-4cda-8e64-ca36d5de8a10, http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92, http://data.europa.eu/esco/skill/9714735d-6f60-440b-bdbc-aaf45ebcbe78, http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800","http://data.europa.eu/esco/skill/501537a7-9d63-491d-ae02-09f04767ff1e, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95, http://data.europa.eu/esco/skill/f5bf985b-ac78-4d23-881a-18a359234528, http://data.europa.eu/esco/skill/3a5231a0-8c30-48ee-b671-08e2debd4441"
Course_IT_Governance_Risk_and_Compliance,Understand challenges and opportunities related to IT regulations in enterprises,"http://data.europa.eu/esco/skill/3d3ee5c3-4286-457f-9f76-1704011f7e11, http://data.europa.eu/esco/skill/4cb51222-3e2e-417c-9a5c-e9ccf262721d, http://data.europa.eu/esco/skill/1dae8445-12e5-423a-bb26-824010e299b9, http://data.europa.eu/esco/skill/f2c63b7a-ed6c-4890-9f8c-7685d172624c, http://data.europa.eu/esco/skill/69cfc5ed-6569-4aca-a4cc-fd782ba51d9c, http://data.europa.eu/esco/skill/14d1e367-3efe-4ec5-86ae-eca48710ee4e","http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95, http://data.europa.eu/esco/skill/60d48be0-4260-4b2e-85b9-aedff7a9b7d9, http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9, http://data.europa.eu/esco/skill/9a0d0abc-010d-440b-8242-7e31510471ba, http://data.europa.eu/esco/skill/0daaf096-1639-461c-bf1a-bbeea77e6b67, http://data.europa.eu/esco/skill/6eff134b-e34f-4d6e-a6e8-5e47cf2228d0"
Course_IT_Governance_Risk_and_Compliance,"Analyze compliance, governance and risk management requirements","http://data.europa.eu/esco/skill/e71c6cee-7247-49f4-829a-141c880ae938, http://data.europa.eu/esco/skill/37838e04-ac5f-43a5-82d0-35f42351fd60, http://data.europa.eu/esco/skill/370ebe1f-55a5-424f-a44e-f3c19222d63b, http://data.europa.eu/esco/skill/96550830-539b-4746-96aa-92aa4959945d, http://data.europa.eu/esco/skill/fe1c2b32-7fe9-4668-affa-07ff658a68cf, http://data.europa.eu/esco/skill/14d1e367-3efe-4ec5-86ae-eca48710ee4e, http://data.europa.eu/esco/skill/f5dd06b8-5d17-4932-9d03-957d0c4f5051, http://data.europa.eu/esco/skill/1dd23dba-dd00-45ab-abf4-642902538317","http://data.europa.eu/esco/skill/6a536b36-c5c7-4d10-bf67-a4fb0f8549b2, http://data.europa.eu/esco/skill/9bb7a97a-1a16-431e-8ea6-ad0f9f59aa0a, http://data.europa.eu/esco/skill/d3e9b00a-0891-4fa8-836d-8240ec3d2758, http://data.europa.eu/esco/skill/7814e88f-c133-4c3b-b27f-857afa145d42, http://data.europa.eu/esco/skill/3ff589b7-68df-4ea5-ae41-b395bdb2378f"
Course_IT_Governance_Risk_and_Compliance,"Understand the relationship between IT governance, risk, compliance, and audit","http://data.europa.eu/esco/skill/7e1f9657-ab4e-407c-842f-b846197060e3, http://data.europa.eu/esco/skill/f2c63b7a-ed6c-4890-9f8c-7685d172624c, http://data.europa.eu/esco/skill/69cfc5ed-6569-4aca-a4cc-fd782ba51d9c, http://data.europa.eu/esco/skill/14d1e367-3efe-4ec5-86ae-eca48710ee4e, http://data.europa.eu/esco/skill/d83cba15-8511-4d07-b89a-9fde0d1d8241","http://data.europa.eu/esco/skill/9bb7a97a-1a16-431e-8ea6-ad0f9f59aa0a, http://data.europa.eu/esco/skill/7814e88f-c133-4c3b-b27f-857afa145d42, http://data.europa.eu/esco/skill/3ff589b7-68df-4ea5-ae41-b395bdb2378f, http://data.europa.eu/esco/skill/9a0d0abc-010d-440b-8242-7e31510471ba"
Course_IT_Governance_Risk_and_Compliance,Understand privacy requirements focusing on EU GDPR,"http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d, http://data.europa.eu/esco/skill/1dae8445-12e5-423a-bb26-824010e299b9, http://data.europa.eu/esco/skill/71717c33-dd63-4acf-b052-a5fd5d9fc490, http://data.europa.eu/esco/skill/6833e58b-eceb-4599-9375-1b7e6ec64087, http://data.europa.eu/esco/skill/f09e70cb-5d8c-4c57-b027-a45127c0bf92",http://data.europa.eu/esco/skill/d3e9b00a-0891-4fa8-836d-8240ec3d2758
Course_IT_Governance_Risk_and_Compliance,Apply reference models like COBIT 2019 to specific use cases,"http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5, http://data.europa.eu/esco/skill/75b30aeb-34c0-40f4-b77d-271d75a98b14, http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328",http://data.europa.eu/esco/skill/9bb7a97a-1a16-431e-8ea6-ad0f9f59aa0a
Course_IT_Governance_Risk_and_Compliance,Perform systematic gap analysis and audits using software solutions,"http://data.europa.eu/esco/skill/7e1f9657-ab4e-407c-842f-b846197060e3, http://data.europa.eu/esco/skill/5b8a3dd2-de10-48a0-8ce5-522f1fff8450, http://data.europa.eu/esco/skill/d83cba15-8511-4d07-b89a-9fde0d1d8241, http://data.europa.eu/esco/skill/561c2525-5bd8-4d86-8f45-820f4be7db93","http://data.europa.eu/esco/skill/6a536b36-c5c7-4d10-bf67-a4fb0f8549b2, http://data.europa.eu/esco/skill/9bb7a97a-1a16-431e-8ea6-ad0f9f59aa0a"
Course_IT_Governance_Risk_and_Compliance,Propose necessary activities or controls based on gap analysis,"http://data.europa.eu/esco/skill/e71c6cee-7247-49f4-829a-141c880ae938, http://data.europa.eu/esco/skill/37838e04-ac5f-43a5-82d0-35f42351fd60, http://data.europa.eu/esco/skill/370ebe1f-55a5-424f-a44e-f3c19222d63b, http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800, http://data.europa.eu/esco/skill/69cfc5ed-6569-4aca-a4cc-fd782ba51d9c, http://data.europa.eu/esco/skill/14d1e367-3efe-4ec5-86ae-eca48710ee4e",
Course_IT_Governance_Risk_and_Compliance,"Prepare and present on IT governance, compliance, and risk management topics","http://data.europa.eu/esco/skill/f263da7f-0708-42c2-b1a9-39083416f632, http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b, http://data.europa.eu/esco/skill/be40c4c3-a855-4d67-9ca5-6f4428c34b0d, http://data.europa.eu/esco/skill/918f5211-b99f-4b29-9a34-6e475583ef55",
Course_IT_Governance_Risk_and_Compliance,Develop independent learning and critical thinking skills,"http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92, http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612, http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e, http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849",
Course_Knowledge_Processing_and_Decision_Making,Understand how knowledge can be explicitly acquired and represented in formal knowledge representation formalisms,,"http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639, http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01, http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080, http://data.europa.eu/esco/skill/9136cbf1-7916-4f1c-bc9a-0318ee1d6016, http://data.europa.eu/esco/skill/0f00f63f-3ab4-4057-b92f-500584b51757, http://data.europa.eu/esco/skill/696e3b5b-8b61-45af-ae4c-3ab700f197ec, http://data.europa.eu/esco/skill/fff0e2cd-d0bd-4b02-9daf-158b79d9688a, http://data.europa.eu/esco/skill/1c00bc98-2713-4c62-82c5-6d86f2e6a4cb, http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2"
Course_Knowledge_Processing_and_Decision_Making,Assess which kind of knowledge representation and reasoning is adequate for a given problem,"http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/38d49d88-9069-467b-b29e-3cae739bdd4d, http://data.europa.eu/esco/skill/fbafa41f-cd05-4109-a649-8b44d306d779, http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562, http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f, http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8, http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278","http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38, http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4, http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180, http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5, http://data.europa.eu/esco/skill/3ce1fe19-7f9e-4070-941d-651673a5693b, http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080, http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43, http://data.europa.eu/esco/skill/fff0e2cd-d0bd-4b02-9daf-158b79d9688a"
Course_Knowledge_Processing_and_Decision_Making,Develop appropriate knowledge-based systems,"http://data.europa.eu/esco/skill/f9670490-8aa4-4540-b121-d440a8294aab, http://data.europa.eu/esco/skill/797a4416-0b8d-44f3-8fcd-eb10bd0be6b4, http://data.europa.eu/esco/skill/8327754d-3990-4056-b07e-4faa49cfcd26, http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328","http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97, http://data.europa.eu/esco/skill/3ce1fe19-7f9e-4070-941d-651673a5693b, http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080, http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43, http://data.europa.eu/esco/skill/fff0e2cd-d0bd-4b02-9daf-158b79d9688a, http://data.europa.eu/esco/skill/438ff259-d086-4004-acda-1ec3e1631bc6, http://data.europa.eu/esco/skill/2450c3b3-e78e-435b-b84d-e05d984e71dc, http://data.europa.eu/esco/skill/8ff015a0-98ea-4d80-a23e-1f68110a919e, http://data.europa.eu/esco/skill/24c200e5-be20-4370-a137-ab53797f3a17"
Course_Knowledge_Processing_and_Decision_Making,Evaluate the advantages and costs of knowledge-based systems,"http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5, http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702, http://data.europa.eu/esco/skill/27ed854c-15b8-4ba2-90e9-ae888a219703, http://data.europa.eu/esco/skill/48b68726-0fd6-4e03-a5eb-82236516ee7a","http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9, http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53, http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c, http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95"
Course_Knowledge_Processing_and_Decision_Making,Apply knowledge representation techniques to real-world business problems,"http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/6a7792a9-888a-46ad-afc9-2c0d94c8fde6, http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800, http://data.europa.eu/esco/skill/75b30aeb-34c0-40f4-b77d-271d75a98b14, http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328","http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb, http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5, http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2, http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95, http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180, http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01"
Course_Knowledge_Processing_and_Decision_Making,Analyze complex problems and decide on appropriate knowledge representation formalisms,"http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92, http://data.europa.eu/esco/skill/b04f377b-ee80-4b38-aca1-19d266a23b17, http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041, http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800, http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562","http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38, http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378, http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180, http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5, http://data.europa.eu/esco/skill/3ce1fe19-7f9e-4070-941d-651673a5693b, http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080, http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43, http://data.europa.eu/esco/skill/fff0e2cd-d0bd-4b02-9daf-158b79d9688a"
